,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
327,328,98,372,2017-10-17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,33364.0
328,329,79,1627,2017-08-11,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
331,332,71,1656,2017-08-02,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",38859.0
332,333,58,485,2017-12-16,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0
335,336,55,506,2017-10-05,True,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823.0
337,338,32,1881,2017-01-02,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37698.0
338,339,65,2903,2017-12-04,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,37499.0
346,347,16,1777,2017-04-12,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
348,349,100,2930,2017-10-20,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
349,350,27,2354,2017-10-26,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0
352,353,18,1013,2017-04-20,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226.0
354,355,82,968,2017-03-22,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,34115.0
355,356,88,727,2017-07-09,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145.0
357,358,6,3425,2017-12-06,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,33549.0
358,359,10,1614,2017-11-10,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499.0
359,360,69,2140,2017-04-26,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
361,362,7,2920,2017-09-22,True,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,41701.0
362,363,73,62,2017-08-14,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499.0
364,365,39,1995,2017-05-03,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427.0
367,368,25,366,2017-01-24,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
369,370,78,2993,2017-08-03,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0
371,372,56,1692,2017-08-16,True,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,41047.0
374,375,17,3276,2017-07-05,True,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079.0
379,380,3,1683,2017-08-20,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167.0
380,381,14,880,2017-09-18,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996.0
381,382,83,309,2017-12-02,True,Approved,Solex,Touring,medium,large,2083.94,$675.03,42218.0
382,383,39,1698,2017-11-28,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40672.0
386,387,100,832,2017-10-15,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
387,388,35,1033,2017-05-03,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,40336.0
388,389,17,2834,2017-02-15,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
392,393,58,1208,2017-08-30,True,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295.0
394,395,43,3195,2017-10-12,True,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498.0
395,396,88,3366,2017-06-27,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36833.0
397,398,6,389,2017-03-12,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37838.0
399,400,0,552,2017-07-24,True,Approved,Solex,Standard,medium,medium,71.49,$53.62,37659.0
403,404,67,209,2017-09-14,True,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,39298.0
406,407,0,2559,2017-06-14,True,Approved,,,,,710.59,,
411,412,20,2350,2017-05-11,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",34115.0
413,414,65,3249,2017-02-02,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,34115.0
414,415,76,2939,2017-10-01,True,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,33429.0
415,416,17,1035,2017-11-03,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404.0
417,418,39,3100,2017-12-10,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0
419,420,97,31,2017-05-25,True,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,41701.0
422,423,82,2498,2017-09-15,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
423,424,96,3415,2017-03-03,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,38002.0
425,426,39,3117,2017-04-24,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336.0
427,428,62,2779,2017-11-30,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,36146.0
431,432,79,1968,2017-06-19,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
432,433,39,2923,2017-12-17,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427.0
434,435,4,2659,2017-07-22,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146.0
435,436,96,3417,2017-09-26,True,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539.0
436,437,13,1862,2017-08-27,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,39526.0
438,439,33,2126,2017-12-05,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",37698.0
439,440,54,2702,2017-10-20,True,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,42295.0
440,441,93,125,2017-02-25,True,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833.0
441,442,63,750,2017-04-24,True,Approved,Solex,Standard,medium,medium,1483.2,$99.59,38647.0
444,445,65,850,2017-11-25,True,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0
447,448,4,919,2017-09-28,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38258.0
450,451,29,1194,2017-12-02,True,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696.0
454,455,24,193,2017-08-16,True,Approved,Solex,Road,medium,large,1777.8,$820.78,42710.0
455,456,84,1588,2017-01-30,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,42105.0
458,459,51,2821,2017-04-29,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
461,462,62,2794,2017-09-05,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,41047.0
462,463,96,3166,2017-07-14,True,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539.0
465,466,13,505,2017-06-24,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,35560.0
467,468,53,2363,2017-11-02,True,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,34170.0
470,471,18,647,2017-01-21,True,Approved,Solex,Standard,medium,medium,575.27,$431.45,36367.0
471,472,2,1304,2017-02-09,True,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
473,474,18,1001,2017-10-07,True,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345.0
475,476,21,1787,2017-08-19,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,37838.0
477,478,98,524,2017-01-18,True,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0
478,479,69,479,2017-09-08,True,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,42105.0
479,480,52,1782,2017-04-17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220.0
480,481,16,361,2017-03-15,True,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
482,483,59,1591,2017-02-15,True,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170.0
483,484,3,941,2017-05-04,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37823.0
485,486,25,2729,2017-07-24,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,38339.0
486,487,27,223,2017-02-15,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,34527.0
487,488,10,1571,2017-09-09,True,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586.0
489,490,11,506,2017-04-12,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298.0
490,491,32,2676,2017-12-10,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,34527.0
491,492,90,547,2017-01-11,True,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
492,493,44,2623,2017-12-03,True,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,38750.0
493,494,92,1509,2017-11-16,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,42172.0
494,495,21,479,2017-08-09,True,Approved,Solex,Standard,medium,large,1071.23,$380.74,33455.0
496,497,62,1854,2017-12-30,True,Approved,Solex,Standard,high,medium,1024.66,$614.80,34244.0
499,500,79,1446,2017-02-02,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
500,501,28,2810,2017-07-25,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",35052.0
501,502,77,500,2017-06-13,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,41434.0
502,503,87,2468,2017-08-07,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
506,507,71,3468,2017-09-02,True,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996.0
509,510,85,3073,2017-04-23,True,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218.0
510,511,24,683,2017-07-04,True,Approved,Solex,Road,medium,large,1777.8,$820.78,33552.0
511,512,62,1020,2017-10-02,True,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143.0
513,514,57,1679,2017-01-02,True,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,41047.0
516,517,77,311,2017-01-01,True,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672.0
518,519,77,997,2017-10-19,True,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,42226.0
522,523,84,2234,2017-01-07,True,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0
523,524,99,1171,2017-02-10,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,33364.0
525,526,20,827,2017-04-02,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
526,527,14,1499,2017-08-27,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",34165.0
527,528,42,2233,2017-05-04,True,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",40672.0
528,529,6,103,2017-06-03,True,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37838.0
530,531,22,1494,2017-06-10,True,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165.0
531,532,77,1559,2017-10-15,True,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,39427.0
534,535,30,776,2017-10-28,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556.0
535,536,36,1018,2017-12-03,True,Approved,Solex,Standard,low,medium,945.04,$507.58,39526.0
536,537,4,3280,2017-08-18,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,36361.0
538,539,38,1312,2017-09-04,True,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618.0
539,540,40,682,2017-09-02,True,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,34071.0
540,541,80,1499,2017-04-13,True,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455.0
543,544,0,2734,2017-05-19,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
545,546,73,2391,2017-08-21,True,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499.0
546,547,94,2139,2017-06-26,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
