,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
85,86,1,1861,2017-07-19,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38258.0
86,87,27,1233,2017-05-23,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33455.0
87,88,31,1390,2017-08-06,False,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,34079.0
93,94,86,1,2017-12-23,False,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38482.0
94,95,45,757,2017-02-26,False,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071.0
95,96,1,1778,2017-02-21,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,40649.0
98,99,95,32,2017-03-26,False,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
99,100,0,119,2017-07-31,False,Approved,Solex,Standard,medium,medium,478.16,$298.72,36146.0
100,101,18,2347,2017-07-27,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226.0
101,102,4,2353,2017-04-14,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,40649.0
102,103,33,788,2017-11-12,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
103,104,78,1468,2017-09-12,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0
104,105,89,821,2017-10-26,False,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,41434.0
105,106,70,2489,2017-02-15,False,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
106,107,79,2710,2017-12-22,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873.0
109,110,36,1076,2017-11-04,False,Approved,Solex,Standard,low,medium,945.04,$507.58,35052.0
111,112,84,779,2017-10-09,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
114,115,76,1779,2017-05-01,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38482.0
116,117,42,806,2017-03-24,False,Approved,OHM Cycles,Road,medium,small,1810.0,"$1,610.90",34071.0
117,118,20,22,2017-03-21,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
118,119,64,1591,2017-02-20,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,38647.0
119,120,0,678,2017-06-16,False,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105.0
120,121,25,50,2017-12-04,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33888.0
123,124,98,1339,2017-03-21,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470.0
125,126,53,773,2017-04-01,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,37823.0
127,128,25,1057,2017-02-26,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404.0
128,129,50,1397,2017-06-05,False,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295.0
129,130,44,2134,2017-09-04,False,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672.0
131,132,12,1937,2017-09-28,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216.0
133,134,78,2183,2017-05-09,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,33429.0
134,135,84,1788,2017-10-17,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,38859.0
136,137,0,431,2017-09-23,False,Approved,,,,,1942.61,,
137,138,29,1940,2017-08-02,False,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833.0
139,140,11,462,2017-01-01,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,42560.0
140,141,10,2728,2017-12-22,False,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499.0
141,142,46,2053,2017-12-25,False,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064.0
143,144,92,1217,2017-12-20,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
147,148,14,3262,2017-01-13,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",37838.0
148,149,89,788,2017-03-21,False,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079.0
150,151,31,701,2017-11-11,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,37698.0
151,152,92,648,2017-10-16,False,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",36833.0
158,159,10,3232,2017-08-16,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345.0
159,160,0,3300,2017-08-27,False,Approved,,,,,1656.86,,
160,161,69,2381,2017-07-10,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,42105.0
161,162,78,371,2017-12-11,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0
163,164,17,2264,2017-07-30,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378.0
165,166,78,3262,2017-11-27,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193.0
167,168,87,2267,2017-02-02,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,$707.40,35667.0
168,169,97,456,2017-05-02,False,Approved,Solex,Standard,medium,large,202.62,$151.96,38002.0
170,171,100,3121,2017-10-22,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
172,173,100,2528,2017-11-16,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
173,174,10,3151,2017-12-17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,34586.0
174,175,25,3241,2017-12-23,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42696.0
176,177,90,2234,2017-04-13,False,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
178,179,62,1365,2017-01-31,False,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143.0
180,181,17,1002,2017-02-24,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,40670.0
181,182,16,2282,2017-02-18,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",41345.0
182,183,46,2656,2017-01-07,False,Approved,Solex,Standard,low,medium,1289.85,$74.51,41064.0
184,185,91,1711,2017-11-19,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38193.0
193,194,25,1423,2017-05-02,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,40553.0
194,195,81,276,2017-12-27,False,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429.0
197,198,74,1017,2017-02-02,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
198,199,33,2123,2017-06-08,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
202,203,67,2041,2017-07-29,False,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647.0
205,206,5,141,2017-05-05,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573.0
206,207,94,1321,2017-09-09,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434.0
207,208,51,183,2017-05-21,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009.0
208,209,59,2591,2017-09-22,False,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626.0
211,212,80,1596,2017-01-13,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,38647.0
212,213,82,520,2017-12-14,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226.0
214,215,78,2999,2017-09-30,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,42226.0
216,217,75,1140,2017-06-09,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38193.0
217,218,40,621,2017-04-21,False,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823.0
218,219,2,3307,2017-11-13,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
220,221,35,936,2017-05-08,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
222,223,2,2698,2017-11-30,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
225,226,8,3077,2017-03-10,False,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",34079.0
231,232,30,3002,2017-08-04,False,Approved,Solex,Standard,high,medium,748.17,$448.90,36361.0
232,233,92,396,2017-09-01,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259.0
234,235,77,1605,2017-07-02,False,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
237,238,12,3099,2017-10-08,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,34586.0
239,240,21,546,2017-11-23,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,33552.0
241,242,57,2740,2017-12-04,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,36146.0
245,246,98,3370,2017-01-22,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,42172.0
247,248,57,2410,2017-07-21,False,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34143.0
251,252,78,3089,2017-12-03,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,41533.0
252,253,2,3123,2017-12-30,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
253,254,67,2692,2017-07-26,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,36334.0
256,257,65,352,2017-03-22,False,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145.0
259,260,31,3393,2017-12-28,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40618.0
260,261,17,599,2017-05-09,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,39880.0
261,262,91,1258,2017-01-18,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
263,264,38,3198,2017-01-30,False,Approved,Solex,Standard,medium,medium,1577.53,$826.51,34170.0
264,265,20,834,2017-06-26,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303.0
267,268,68,1516,2017-08-27,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
269,270,2,2362,2017-02-13,False,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573.0
270,271,27,2337,2017-07-11,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334.0
272,273,81,2133,2017-05-19,False,Approved,Solex,Standard,medium,medium,1151.96,$649.49,35470.0
275,276,18,1720,2017-04-28,False,Approved,Solex,Standard,medium,medium,575.27,$431.45,34244.0
276,277,18,2904,2017-03-23,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,36145.0
277,278,9,754,2017-06-03,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549.0
278,279,35,1826,2017-04-25,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
279,280,93,2487,2017-04-08,False,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,42458.0
280,281,40,2815,2017-02-18,False,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
281,282,1,541,2017-05-04,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38258.0
282,283,16,302,2017-03-29,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
288,289,13,825,2017-02-23,False,Approved,Solex,Standard,medium,medium,1163.89,$589.27,34586.0
290,291,38,2302,2017-11-07,False,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40672.0
291,292,64,3380,2017-10-28,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",42172.0
292,293,0,314,2017-11-19,False,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,39298.0
298,299,13,772,2017-05-24,False,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560.0
302,303,48,1883,2017-11-18,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
303,304,12,2745,2017-04-07,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,42560.0
304,305,77,2819,2017-01-04,False,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
305,306,25,792,2017-12-13,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",42295.0
306,307,35,923,2017-04-20,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
307,308,7,3353,2017-07-21,False,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
308,309,68,3394,2017-11-27,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
309,310,75,3213,2017-10-21,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38193.0
310,311,77,3260,2017-03-07,False,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672.0
311,312,1,1015,2017-12-04,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688.0
312,313,81,2266,2017-01-25,False,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498.0
315,316,62,1414,2017-08-01,False,Approved,Solex,Standard,medium,medium,478.16,$298.72,42105.0
320,321,36,1097,2017-01-23,False,Approved,Solex,Standard,low,medium,945.04,$507.58,39526.0
321,322,12,2757,2017-04-19,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216.0
323,324,87,2049,2017-10-11,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410.0
325,326,55,1745,2017-01-20,False,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,34143.0
329,330,1,444,2017-11-15,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41167.0
330,331,61,217,2017-05-23,False,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429.0
333,334,86,2252,2017-02-21,False,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,36361.0
334,335,95,3103,2017-11-01,False,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874.0
339,340,49,1274,2017-12-16,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064.0
340,341,1,1443,2017-08-27,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38573.0
341,342,24,2091,2017-03-14,False,Approved,Solex,Road,medium,large,1777.8,$820.78,40670.0
343,344,7,1493,2017-07-09,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888.0
344,345,84,1614,2017-03-21,False,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879.0
345,346,48,476,2017-07-19,False,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848.0
347,348,40,940,2017-08-11,False,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750.0
350,351,59,1582,2017-06-15,False,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170.0
351,352,34,416,2017-06-19,False,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,35052.0
353,354,83,533,2017-11-14,False,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533.0
356,357,77,1160,2017-04-13,False,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553.0
360,361,15,2589,2017-01-31,False,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915.0
363,364,32,1112,2017-09-13,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337.0
365,366,28,1965,2017-08-22,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",42696.0
366,367,0,1614,2017-03-10,False,Approved,,,,,850.89,,
368,369,32,2682,2017-07-29,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,$707.40,41434.0
370,371,44,1887,2017-08-28,False,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672.0
372,373,1,1927,2017-06-24,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41167.0
373,374,15,2567,2017-03-07,False,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693.0
375,376,0,1808,2017-02-09,False,Approved,Solex,Standard,medium,medium,478.16,$298.72,41245.0
376,377,7,2368,2017-10-17,False,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
377,378,53,470,2017-10-27,False,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470.0
378,379,20,3270,2017-03-03,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",42404.0
383,384,67,1434,2017-08-28,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160.0
384,385,40,2712,2017-05-14,False,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,34143.0
385,386,13,892,2017-10-01,False,Approved,Solex,Standard,medium,medium,1163.89,$589.27,38693.0
389,390,79,3015,2017-01-04,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,39298.0
390,391,86,3484,2017-10-12,False,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,35707.0
391,392,9,2775,2017-03-19,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,41701.0
393,394,58,2109,2017-06-29,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,35707.0
396,397,15,2492,2017-02-27,False,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915.0
400,401,82,3009,2017-05-05,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33455.0
401,402,88,2925,2017-06-14,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,34079.0
402,403,14,140,2017-02-17,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",37838.0
404,405,76,225,2017-06-19,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922.0
405,406,0,1595,2017-04-17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002.0
407,408,18,769,2017-12-11,False,Approved,Solex,Standard,medium,medium,575.27,$431.45,38339.0
408,409,23,1282,2017-05-08,False,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,40670.0
409,410,82,2377,2017-03-07,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,40553.0
410,411,62,3355,2017-12-30,False,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143.0
412,413,60,720,2017-09-09,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",41848.0
416,417,73,492,2017-10-02,False,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499.0
418,419,34,1586,2017-04-19,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216.0
420,421,9,887,2017-04-28,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455.0
421,422,11,3356,2017-08-26,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,35378.0
424,425,28,2828,2017-09-06,False,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",41701.0
426,427,70,2850,2017-11-19,False,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,41922.0
428,429,84,683,2017-12-15,False,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339.0
429,430,21,2342,2017-10-26,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160.0
430,431,7,3388,2017-02-12,False,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258.0
433,434,67,15,2017-03-10,False,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647.0
437,438,76,1670,2017-04-17,False,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922.0
442,443,52,359,2017-01-25,False,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,42295.0
443,444,33,2820,2017-09-10,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35560.0
445,446,50,3072,2017-05-23,False,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,39915.0
446,447,0,820,2017-06-23,False,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245.0
448,449,26,1250,2017-03-31,False,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115.0
449,450,5,1655,2017-05-01,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,39298.0
451,452,80,234,2017-03-20,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047.0
452,453,9,724,2017-11-22,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,34143.0
453,454,9,1976,2017-05-03,False,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549.0
456,457,100,290,2017-10-10,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364.0
457,458,7,167,2017-03-25,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",40336.0
459,460,21,1201,2017-08-07,False,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160.0
460,461,46,893,2017-07-09,False,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427.0
463,464,81,1422,2017-10-13,False,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,38206.0
464,465,31,3476,2017-04-17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031.0
466,467,59,1132,2017-10-15,False,Approved,Solex,Standard,medium,large,1061.56,$733.58,34143.0
468,469,12,1816,2017-10-11,False,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216.0
469,470,18,73,2017-04-30,False,Approved,Solex,Standard,medium,medium,575.27,$431.45,34165.0
472,473,25,344,2017-11-11,False,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",34170.0
474,475,16,2724,2017-08-10,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",34586.0
481,482,17,1135,2017-04-22,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,35160.0
484,485,87,804,2017-03-17,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,37499.0
488,489,82,2747,2017-01-25,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226.0
495,496,0,661,2017-11-08,False,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482.0
497,498,72,125,2017-05-29,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710.0
498,499,22,1037,2017-07-19,False,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165.0
503,504,5,1785,2017-03-10,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784.0
504,505,66,2560,2017-07-09,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487.0
505,506,66,1853,2017-12-04,False,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,34996.0
507,508,91,3389,2017-03-24,False,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367.0
508,509,17,3015,2017-07-28,False,Approved,Solex,Standard,high,medium,1024.66,$614.80,40487.0
512,513,0,1052,2017-11-29,False,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064.0
