customer_id,length,recency,frequency,monetary,L_score,R_score,F_score,M_score,LRFM_score_combined,LRFM_segment_combined
1080,128,115,2,1840.5900000000001,1,2,1,2,1212,New Customer Low Value
1081,289,289,1,912.52,3,1,1,1,3111,Inactive Customer
1082,205,81,2,2355.94,1,3,1,2,1312,New Customer Low Value
1083,267,267,1,575.27,2,1,1,1,2111,New Customer Low Value
1084,301,15,5,4861.51,3,4,4,4,3444,Top Tier Loyalist
1085,266,65,4,2487.7000000000003,2,3,3,2,2332,2332
1086,107,14,4,3650.32,1,4,3,3,1433,New Customer High Value
1087,308,121,2,1772.83,3,2,1,2,3212,Inactive Customer
1088,331,14,3,1822.34,4,4,2,2,4422,Occasional Spender
1089,228,228,1,748.17,2,1,1,1,2111,New Customer Low Value
109,311,123,4,4716.15,3,2,3,4,3234,At Risk Customer
1090,350,85,2,406.79999999999995,4,2,1,1,4211,Inactive Customer
1091,308,5,8,8512.84,3,4,4,4,3444,Top Tier Loyalist
1092,302,203,3,2838.61,3,1,2,2,3122,Inactive Customer
1093,318,209,4,6491.799999999999,3,1,3,4,3134,At Risk Customer
1094,294,44,4,3837.14,3,3,3,3,3333,Top Tier Loyalist
1095,219,15,4,6916.039999999999,2,4,3,4,2434,New Customer High Value
1096,345,283,2,1639.95,4,1,1,1,4111,Inactive Customer
1097,342,77,2,2934.34,4,3,1,2,4312,Occasional Spender
1098,256,9,4,4752.39,2,4,3,4,2434,New Customer High Value
11,273,151,3,3430.9900000000002,2,2,2,3,2223,New Customer High Potential
110,310,15,3,3835.5,3,4,2,3,3423,Occasional Spender
1100,46,46,1,1311.44,1,3,1,1,1311,New Customer Low Value
1101,291,114,3,3844.53,3,2,2,3,3223,Reactivated Spender
1102,363,22,5,6542.76,4,4,4,4,4444,Top Tier Loyalist
1103,328,48,6,7665.37,3,3,4,4,3344,Top Tier Loyalist
1104,298,12,4,3769.44,3,4,3,3,3433,Top Tier Loyalist
1105,237,17,2,3965.4399999999996,2,4,1,3,2413,New Customer High Spender
1106,327,164,4,5492.23,3,1,3,4,3134,At Risk Customer
1107,334,49,3,925.6,4,3,2,1,4321,Occasional Spender
1108,283,13,3,1373.02,2,4,2,1,2421,New Customer Low Value
1109,209,209,1,1179.0,2,1,1,1,2111,New Customer Low Value
111,270,148,2,2005.6799999999998,2,2,1,2,2212,New Customer Low Value
1110,262,240,2,2532.96,2,1,1,2,2112,New Customer Low Value
1111,194,21,3,2249.8,1,4,2,2,1422,New Customer Low Value
1112,159,109,3,3589.44,1,2,2,3,1223,New Customer High Potential
1113,313,27,4,4159.9400000000005,3,4,3,3,3433,Top Tier Loyalist
1114,362,131,3,3091.37,4,2,2,3,4223,Reactivated Spender
1115,271,3,6,6678.6900000000005,2,4,4,4,2444,New Customer High Value
1116,82,8,2,2840.87,1,4,1,2,1412,New Customer Low Value
1117,355,137,3,2386.04,4,2,2,2,4222,Inactive Customer
1118,174,174,1,1198.46,1,1,1,1,1111,New Customer Low Value
1119,152,99,2,3446.8,1,2,1,3,1213,New Customer High Potential
112,336,195,2,2532.63,4,1,1,2,4112,Inactive Customer
1120,247,64,2,2368.1000000000004,2,3,1,2,2312,New Customer Low Value
1121,227,227,1,1661.92,2,1,1,1,2111,New Customer Low Value
1122,152,27,3,4237.49,1,4,2,3,1423,New Customer High Spender
1123,361,11,4,5563.5,4,4,3,4,4434,Top Tier Loyalist
1124,262,45,2,2438.24,2,3,1,2,2312,New Customer Low Value
1125,51,51,1,441.49,1,3,1,1,1311,New Customer Low Value
1126,212,20,2,2602.9,2,4,1,2,2412,New Customer Low Value
1127,281,137,3,3898.44,2,2,2,3,2223,New Customer High Potential
1128,180,27,3,2964.9700000000003,1,4,2,2,1422,New Customer Low Value
1129,304,45,5,7224.67,3,3,4,4,3344,Top Tier Loyalist
113,364,254,2,938.28,4,1,1,1,4111,Inactive Customer
1130,252,118,4,4914.4400000000005,2,2,3,4,2234,New Customer High Value
1131,359,54,6,8508.63,4,3,4,4,4344,Top Tier Loyalist
1132,252,45,6,7620.37,2,3,4,4,2344,New Customer High Value
1133,277,76,2,2414.48,2,3,1,2,2312,New Customer Low Value
1134,34,14,2,2620.66,1,4,1,2,1412,New Customer Low Value
1135,269,253,2,2314.51,2,1,1,2,2112,New Customer Low Value
1136,146,36,3,4157.47,1,4,2,3,1423,New Customer High Spender
1137,282,6,4,2603.96,2,4,3,2,2432,2432
1138,351,140,4,4687.15,4,2,3,4,4234,At Risk Customer
1139,327,140,3,3500.5,3,2,2,3,3223,Reactivated Spender
114,330,71,3,2167.9700000000003,4,3,2,2,4322,Occasional Spender
1140,321,21,4,5164.17,3,4,3,4,3434,Top Tier Loyalist
1141,144,144,1,1720.7,1,2,1,1,1211,New Customer Low Value
1142,174,39,3,3250.86,1,3,2,3,1323,New Customer High Spender
1143,360,5,5,7112.88,4,4,4,4,4444,Top Tier Loyalist
1144,280,95,2,3412.11,2,2,1,3,2213,New Customer High Potential
1145,14,14,1,575.27,1,4,1,1,1411,New Customer Low Value
1146,74,74,1,1065.03,1,3,1,1,1311,New Customer Low Value
1147,355,166,5,6959.42,4,1,4,4,4144,At Risk Customer
1148,251,9,2,1660.79,2,4,1,1,2411,New Customer Low Value
1149,266,240,2,3670.0,2,1,1,3,2113,New Customer High Potential
115,343,16,3,4103.37,4,4,2,3,4423,Occasional Spender
1150,149,149,1,574.64,1,2,1,1,1211,New Customer Low Value
1151,360,76,3,2748.8900000000003,4,3,2,2,4322,Occasional Spender
1152,301,25,3,2795.92,3,4,2,2,3422,Occasional Spender
1153,355,73,3,3066.3500000000004,4,3,2,3,4323,Occasional Spender
1154,361,291,2,1103.07,4,1,1,1,4111,Inactive Customer
1155,311,115,5,3959.2599999999998,3,2,4,3,3243,At Risk Customer
1156,283,136,2,2795.89,2,2,1,2,2212,New Customer Low Value
1157,309,86,4,3842.49,3,2,3,3,3233,At Risk Customer
1158,179,3,3,3747.06,1,4,2,3,1423,New Customer High Spender
1159,193,170,2,3141.57,1,1,1,3,1113,New Customer High Potential
116,220,46,4,3433.35,2,3,3,3,2333,New Customer High Value
1160,340,164,3,3192.0099999999998,4,1,2,3,4123,Reactivated Spender
1161,18,18,1,175.89,1,4,1,1,1411,New Customer Low Value
1162,167,137,3,3559.27,1,2,2,3,1223,New Customer High Potential
1163,257,49,4,2375.51,2,3,3,2,2332,2332
1164,320,154,3,2164.22,3,2,2,2,3222,Inactive Customer
1165,346,79,4,3327.41,4,3,3,3,4333,Top Tier Loyalist
1166,282,15,4,5966.28,2,4,3,4,2434,New Customer High Value
1167,165,11,3,4046.3,1,4,2,3,1423,New Customer High Spender
1168,178,60,4,5541.87,1,3,3,4,1334,New Customer High Value
1169,335,96,4,4441.76,4,2,3,3,4233,At Risk Customer
117,227,6,3,2793.27,2,4,2,2,2422,New Customer Low Value
1170,182,87,2,1335.8200000000002,1,2,1,1,1211,New Customer Low Value
1171,293,35,5,5737.23,3,4,4,4,3444,Top Tier Loyalist
1172,288,87,4,4676.27,3,2,3,4,3234,At Risk Customer
1173,291,109,2,1815.09,3,2,1,2,3212,Inactive Customer
1174,177,177,1,360.4,1,1,1,1,1111,New Customer Low Value
1175,219,219,1,1873.97,2,1,1,2,2112,New Customer Low Value
1176,149,78,3,2506.04,1,3,2,2,1322,New Customer Low Value
1177,254,88,3,3738.9399999999996,2,2,2,3,2223,New Customer High Potential
1178,154,45,4,3661.75,1,3,3,3,1333,New Customer High Value
1179,13,8,2,3276.63,1,4,1,3,1413,New Customer High Spender
118,316,71,2,1707.73,3,3,1,1,3311,Occasional Spender
1180,265,60,4,3870.83,2,3,3,3,2333,New Customer High Value
1181,289,45,6,7874.67,3,3,4,4,3344,Top Tier Loyalist
1182,228,6,3,2718.7799999999997,2,4,2,2,2422,New Customer Low Value
1183,244,154,3,5489.969999999999,2,2,2,4,2224,New Customer High Potential
1184,290,206,2,2335.6800000000003,3,1,1,2,3112,Inactive Customer
1185,193,193,1,1148.64,1,1,1,1,1111,New Customer Low Value
1186,133,38,3,2156.79,1,3,2,2,1322,New Customer Low Value
1187,233,233,1,360.4,2,1,1,1,2111,New Customer Low Value
1189,167,48,2,1555.01,1,3,1,1,1311,New Customer Low Value
119,153,144,2,2290.91,1,2,1,2,1212,New Customer Low Value
1190,132,7,3,2320.12,1,4,2,2,1422,New Customer Low Value
1191,339,44,4,3282.12,4,3,3,3,4333,Top Tier Loyalist
1192,142,80,3,2294.65,1,3,2,2,1322,New Customer Low Value
1193,229,229,1,1274.93,2,1,1,1,2111,New Customer Low Value
1194,296,55,6,6214.71,3,3,4,4,3344,Top Tier Loyalist
1195,271,20,3,3154.33,2,4,2,3,2423,New Customer High Spender
1196,334,101,2,846.02,4,2,1,1,4211,Inactive Customer
1197,322,8,3,4280.0,3,4,2,3,3423,Occasional Spender
1198,293,101,3,3660.35,3,2,2,3,3223,Reactivated Spender
1199,275,44,5,3841.99,2,3,4,3,2343,New Customer High Value
12,161,106,4,4898.88,1,2,3,4,1234,New Customer High Value
1200,324,140,6,4305.4800000000005,3,2,4,3,3243,At Risk Customer
1201,308,146,2,1640.79,3,2,1,1,3211,Inactive Customer
1202,86,86,1,1775.81,1,2,1,2,1212,New Customer Low Value
1204,45,45,1,1862.82,1,3,1,2,1312,New Customer Low Value
1205,329,69,4,6109.75,4,3,3,4,4334,Top Tier Loyalist
1206,84,84,1,1386.84,1,3,1,1,1311,New Customer Low Value
1207,358,14,4,2726.95,4,4,3,2,4432,Price Conscious Buyers
1208,327,122,2,2617.45,3,2,1,2,3212,Inactive Customer
1209,132,132,1,478.16,1,2,1,1,1211,New Customer Low Value
121,359,112,3,3262.41,4,2,2,3,4223,Reactivated Spender
1210,354,78,2,3190.8199999999997,4,3,1,3,4313,Occasional Spender
1211,342,235,2,1096.38,4,1,1,1,4111,Inactive Customer
1212,278,72,2,2785.83,2,3,1,2,2312,New Customer Low Value
1213,258,70,5,4629.05,2,3,4,4,2344,New Customer High Value
1214,256,24,4,4251.7,2,4,3,3,2433,New Customer High Value
1215,297,97,4,4993.31,3,2,3,4,3234,At Risk Customer
1216,300,8,3,3294.19,3,4,2,3,3423,Occasional Spender
1217,188,11,4,5287.75,1,4,3,4,1434,New Customer High Value
1218,80,51,4,4508.360000000001,1,3,3,3,1333,New Customer High Value
1219,123,123,1,1163.89,1,2,1,1,1211,New Customer Low Value
122,123,105,2,2992.54,1,2,1,2,1212,New Customer Low Value
1220,348,67,3,2622.4,4,3,2,2,4322,Occasional Spender
1221,333,10,4,3351.62,4,4,3,3,4433,Top Tier Loyalist
1222,299,299,1,748.17,3,1,1,1,3111,Inactive Customer
1223,326,35,5,2623.83,3,4,4,2,3442,Price Conscious Buyers
1224,324,135,4,5745.86,3,2,3,4,3234,At Risk Customer
1225,252,252,1,1198.46,2,1,1,1,2111,New Customer Low Value
1227,343,62,6,4988.49,4,3,4,4,4344,Top Tier Loyalist
1228,222,165,3,1751.17,2,1,2,1,2121,New Customer Low Value
1229,364,20,6,5662.219999999999,4,4,4,4,4444,Top Tier Loyalist
123,364,325,2,3214.4300000000003,4,1,1,3,4113,Reactivated Spender
1231,176,176,1,230.91,1,1,1,1,1111,New Customer Low Value
1232,195,5,4,4545.14,1,4,3,4,1434,New Customer High Value
1233,222,15,5,4226.73,2,4,4,3,2443,New Customer High Value
1234,203,203,1,1555.58,1,1,1,1,1111,New Customer Low Value
1235,284,82,2,3981.8599999999997,2,3,1,3,2313,New Customer High Spender
1236,164,42,2,3086.27,1,3,1,3,1313,New Customer High Spender
1237,285,24,5,6015.05,3,4,4,4,3444,Top Tier Loyalist
1238,159,102,2,883.03,1,2,1,1,1211,New Customer Low Value
1239,303,39,4,3465.41,3,3,3,3,3333,Top Tier Loyalist
124,299,83,4,4185.91,3,3,3,3,3333,Top Tier Loyalist
1240,307,6,2,3116.13,3,4,1,3,3413,Occasional Spender
1241,303,104,4,4200.35,3,2,3,3,3233,At Risk Customer
1243,326,200,4,5328.9400000000005,3,1,3,4,3134,At Risk Customer
1244,86,21,3,2100.7,1,4,2,2,1422,New Customer Low Value
1245,194,116,3,2306.02,1,2,2,2,1222,New Customer Low Value
1246,115,115,1,1073.07,1,2,1,1,1211,New Customer Low Value
1247,196,91,3,4198.95,1,2,2,3,1223,New Customer High Potential
1248,68,68,1,1661.92,1,3,1,1,1311,New Customer Low Value
1249,262,107,5,6448.09,2,2,4,4,2244,New Customer High Value
125,236,216,3,2261.6800000000003,2,1,2,2,2122,New Customer Low Value
1250,352,69,6,6964.7,4,3,4,4,4344,Top Tier Loyalist
1251,297,62,4,2360.34,3,3,3,2,3332,Price Conscious Buyers
1252,305,64,5,7414.0199999999995,3,3,4,4,3344,Top Tier Loyalist
1253,104,104,1,1311.44,1,2,1,1,1211,New Customer Low Value
1254,342,279,2,1529.78,4,1,1,1,4111,Inactive Customer
1255,259,79,2,1436.08,2,3,1,1,2311,New Customer Low Value
1257,305,305,1,980.37,3,1,1,1,3111,Inactive Customer
1258,347,114,4,3763.8199999999997,4,2,3,3,4233,At Risk Customer
1259,352,233,3,4657.3099999999995,4,1,2,4,4124,Reactivated Spender
126,339,12,3,3448.12,4,4,2,3,4423,Occasional Spender
1260,146,119,2,1870.77,1,2,1,2,1212,New Customer Low Value
1261,92,49,2,549.65,1,3,1,1,1311,New Customer Low Value
1263,202,59,3,2812.27,1,3,2,2,1322,New Customer Low Value
1264,307,3,3,5637.91,3,4,2,4,3424,Occasional Spender
1265,36,36,1,1810.0,1,4,1,2,1412,New Customer Low Value
1267,142,142,1,1163.89,1,2,1,1,1211,New Customer Low Value
1268,324,68,2,2447.29,3,3,1,2,3312,Occasional Spender
1269,318,257,2,1119.96,3,1,1,1,3111,Inactive Customer
127,303,34,2,2471.09,3,4,1,2,3412,Occasional Spender
1270,322,282,2,1647.31,3,1,1,1,3111,Inactive Customer
1271,303,188,2,3387.5299999999997,3,1,1,3,3113,Reactivated Spender
1272,317,113,7,8525.7,3,2,4,4,3244,At Risk Customer
1273,114,24,2,2633.33,1,4,1,2,1412,New Customer Low Value
1274,341,15,5,5357.71,4,4,4,4,4444,Top Tier Loyalist
1275,264,205,2,1647.71,2,1,1,1,2111,New Customer Low Value
1276,239,101,2,2585.3,2,2,1,2,2212,New Customer Low Value
1277,295,295,1,441.49,3,1,1,1,3111,Inactive Customer
1278,306,290,2,3437.73,3,1,1,3,3113,Reactivated Spender
1279,165,149,2,3199.59,1,2,1,3,1213,New Customer High Potential
128,240,240,1,569.56,2,1,1,1,2111,New Customer Low Value
1280,148,107,2,1133.05,1,2,1,1,1211,New Customer Low Value
1281,161,161,1,774.53,1,2,1,1,1211,New Customer Low Value
1282,301,39,5,6937.55,3,3,4,4,3344,Top Tier Loyalist
1283,268,94,2,2964.4,2,2,1,2,2212,New Customer Low Value
1284,193,79,3,418.80999999999995,1,3,2,1,1321,New Customer Low Value
1285,335,165,4,5806.07,4,1,3,4,4134,At Risk Customer
1286,293,62,5,5060.26,3,3,4,4,3344,Top Tier Loyalist
1287,346,116,4,5759.4400000000005,4,2,3,4,4234,At Risk Customer
1288,303,23,2,3217.5,3,4,1,3,3413,Occasional Spender
1289,351,12,4,2457.18,4,4,3,2,4432,Price Conscious Buyers
129,318,318,1,1807.45,3,1,1,2,3112,Inactive Customer
1290,236,146,6,8039.22,2,2,4,4,2244,New Customer High Value
1291,17,17,1,1577.53,1,4,1,1,1411,New Customer Low Value
1292,285,32,3,3720.54,3,4,2,3,3423,Occasional Spender
1293,323,249,3,4381.6900000000005,3,1,2,3,3123,Reactivated Spender
1294,331,177,3,1722.97,4,1,2,1,4121,Inactive Customer
1295,193,78,3,1260.1399999999999,1,3,2,1,1321,New Customer Low Value
1296,206,206,1,742.54,1,1,1,1,1111,New Customer Low Value
1297,311,6,4,4221.9,3,4,3,3,3433,Top Tier Loyalist
1298,354,320,2,2694.75,4,1,1,2,4112,Inactive Customer
1299,110,110,1,642.7,1,2,1,1,1211,New Customer Low Value
13,359,44,3,4417.27,4,3,2,3,4323,Occasional Spender
130,77,77,1,1703.52,1,3,1,1,1311,New Customer Low Value
1300,274,21,2,2752.49,2,4,1,2,2412,New Customer Low Value
1301,356,151,5,3468.46,4,2,4,3,4243,At Risk Customer
1302,239,30,6,9325.58,2,4,4,4,2444,New Customer High Value
1303,11,11,1,495.72,1,4,1,1,1411,New Customer Low Value
1304,350,151,2,2524.19,4,2,1,2,4212,Inactive Customer
1305,321,143,3,2765.79,3,2,2,2,3222,Inactive Customer
1306,202,137,2,1983.79,1,2,1,2,1212,New Customer Low Value
1307,292,91,4,5188.27,3,2,3,4,3234,At Risk Customer
1308,138,16,2,3981.8599999999997,1,4,1,3,1413,New Customer High Spender
131,256,221,2,1134.9299999999998,2,1,1,1,2111,New Customer Low Value
1310,292,21,4,3643.51,3,4,3,3,3433,Top Tier Loyalist
1312,250,189,2,359.75,2,1,1,1,2111,New Customer Low Value
1313,347,26,6,6750.22,4,4,4,4,4444,Top Tier Loyalist
1314,151,28,4,3864.05,1,4,3,3,1433,New Customer High Value
1315,346,6,5,2928.5299999999997,4,4,4,2,4442,Price Conscious Buyers
1316,329,33,4,5135.15,4,4,3,4,4434,Top Tier Loyalist
1317,236,11,5,7765.15,2,4,4,4,2444,New Customer High Value
1318,194,8,5,5113.41,1,4,4,4,1444,New Customer High Value
1319,282,17,3,3510.3,2,4,2,3,2423,New Customer High Spender
132,285,173,2,1866.21,3,1,1,2,3112,Inactive Customer
1320,300,95,4,3284.39,3,2,3,3,3233,At Risk Customer
1321,300,104,5,4802.07,3,2,4,4,3244,At Risk Customer
1322,319,155,2,2966.21,3,2,1,2,3212,Inactive Customer
1323,257,77,4,1505.46,2,3,3,1,2331,2331
1324,245,175,2,2521.41,2,1,1,2,2112,New Customer Low Value
1327,163,7,3,3358.67,1,4,2,3,1423,New Customer High Spender
1328,234,1,4,6329.59,2,4,3,4,2434,New Customer High Value
1329,320,63,4,5976.360000000001,3,3,3,4,3334,Top Tier Loyalist
133,276,276,1,586.45,2,1,1,1,2111,New Customer Low Value
1330,271,134,3,4387.97,2,2,2,3,2223,New Customer High Potential
1331,326,60,7,7387.8,3,3,4,4,3344,Top Tier Loyalist
1332,354,36,4,4820.19,4,4,3,4,4434,Top Tier Loyalist
1333,191,8,2,1865.0,1,4,1,2,1412,New Customer Low Value
1334,289,241,2,3129.3199999999997,3,1,1,3,3113,Reactivated Spender
1335,253,53,3,2504.11,2,3,2,2,2322,New Customer Low Value
1336,213,79,3,1715.04,2,3,2,1,2321,New Customer Low Value
1338,345,232,2,1671.8400000000001,4,1,1,1,4111,Inactive Customer
1339,285,285,1,795.34,3,1,1,1,3111,Inactive Customer
134,331,15,5,5509.03,4,4,4,4,4444,Top Tier Loyalist
1340,321,223,3,646.99,3,1,2,1,3121,Inactive Customer
1341,343,11,2,1087.44,4,4,1,1,4411,Occasional Spender
1342,304,75,2,1805.79,3,3,1,2,3312,Occasional Spender
1343,167,21,2,2350.84,1,4,1,2,1412,New Customer Low Value
1344,46,22,2,764.42,1,4,1,1,1411,New Customer Low Value
1345,249,44,4,5284.3099999999995,2,3,3,4,2334,New Customer High Value
1346,231,63,3,3653.29,2,3,2,3,2323,New Customer High Spender
1347,307,101,3,3064.39,3,2,2,3,3223,Reactivated Spender
1348,115,115,1,1793.43,1,2,1,2,1212,New Customer Low Value
1349,284,178,2,458.78999999999996,2,1,1,1,2111,New Customer Low Value
135,356,143,5,3483.0699999999997,4,2,4,3,4243,At Risk Customer
1351,277,28,2,3172.77,2,4,1,3,2413,New Customer High Spender
1352,218,218,1,945.04,2,1,1,1,2111,New Customer Low Value
1353,348,15,6,4584.99,4,4,4,4,4444,Top Tier Loyalist
1354,105,75,2,2257.73,1,3,1,2,1312,New Customer Low Value
1355,82,9,3,2493.4,1,4,2,2,1422,New Customer Low Value
1356,185,24,4,5006.2,1,4,3,4,1434,New Customer High Value
1357,308,13,3,3042.9,3,4,2,3,3423,Occasional Spender
1358,350,4,7,7916.85,4,4,4,4,4444,Top Tier Loyalist
1359,101,101,1,1483.2,1,2,1,1,1211,New Customer Low Value
136,255,176,2,2872.94,2,1,1,2,2112,New Customer Low Value
1361,179,46,3,3758.66,1,3,2,3,1323,New Customer High Spender
1362,119,119,1,1636.9,1,2,1,1,1211,New Customer Low Value
1363,174,141,2,2055.8900000000003,1,2,1,2,1212,New Customer Low Value
1364,335,329,2,933.32,4,1,1,1,4111,Inactive Customer
1365,344,334,2,654.05,4,1,1,1,4111,Inactive Customer
1366,207,126,2,2057.83,2,2,1,2,2212,New Customer Low Value
1367,346,12,4,2332.65,4,4,3,2,4432,Price Conscious Buyers
1368,209,49,3,4021.06,2,3,2,3,2323,New Customer High Spender
1369,299,179,3,3533.71,3,1,2,3,3123,Reactivated Spender
137,159,28,2,1096.9299999999998,1,4,1,1,1411,New Customer Low Value
1370,27,27,1,1216.14,1,4,1,1,1411,New Customer Low Value
1371,286,43,2,1502.79,3,3,1,1,3311,Occasional Spender
1372,316,67,3,2900.4300000000003,3,3,2,2,3322,Occasional Spender
1374,344,50,6,7255.77,4,3,4,4,4344,Top Tier Loyalist
1375,221,221,1,1057.51,2,1,1,1,2111,New Customer Low Value
1376,359,90,3,2690.13,4,2,2,2,4222,Inactive Customer
1377,259,76,3,4356.83,2,3,2,3,2323,New Customer High Spender
1379,295,29,4,5310.959999999999,3,4,3,4,3434,Top Tier Loyalist
138,364,143,3,2111.08,4,2,2,2,4222,Inactive Customer
1380,255,199,3,4100.01,2,1,2,3,2123,New Customer High Potential
1381,344,114,3,3606.37,4,2,2,3,4223,Reactivated Spender
1382,244,244,1,1362.99,2,1,1,1,2111,New Customer Low Value
1383,58,58,1,1890.39,1,3,1,2,1312,New Customer Low Value
1384,303,37,5,4810.08,3,3,4,4,3344,Top Tier Loyalist
1385,354,233,3,4852.42,4,1,2,4,4124,Reactivated Spender
1386,107,107,1,1793.43,1,2,1,2,1212,New Customer Low Value
1387,216,216,1,1635.3,2,1,1,1,2111,New Customer Low Value
1388,303,20,4,3989.21,3,4,3,3,3433,Top Tier Loyalist
